osmid,lighting,visibility,connectivity,enclosure,dominant_land_use_score,public_transport_proximity_m,dist_to_rail_m,dist_to_bus_m,lighting_norm,visibility_norm,connectivity_norm,enclosure_norm,dominant_land_use_score_norm,public_transport_proximity_m_norm,risk_class,risk_probability
27350865,1,0.4893,10,0.29308382868646604,0.5,89.16,181.06,89.16,0.14285714285714285,0.2968470329065125,0.5454545454545454,0.542633214648848,0.6207324643078833,0.2411382925611583,high,0.931
27806718,0,0.655,11,0.1681746322868663,0.5,85.87,269.43,85.87,0.0,0.5249896736885585,0.6363636363636364,0.3113687362049404,0.6207324643078833,0.2320130914739003,medium,0.8276
33650711,0,0.6034,8,0.20582009641690052,0.5,92.99,155.4,92.99,0.0,0.4539446509706734,0.36363636363636365,0.3810678366615589,0.6207324643078833,0.25176124701836133,high,0.999
33650714,7,0.7472,11,0.1550198261118742,0.5,78.83,339.95,78.83,1.0,0.6519344623433843,0.6363636363636364,0.2870131284772456,0.6207324643078833,0.2124868253175792,low,1.0
"[27350875, 1018740677]",0,0.6831,11,0.25873097261998945,0.5,92.18,389.32,92.18,0.0,0.563678920556244,0.6363636363636364,0.47903024889237467,0.6207324643078833,0.24951461696344376,medium,1.0
27806718,0,0.655,11,0.1681746322868663,0.5,85.87,269.43,85.87,0.0,0.5249896736885585,0.6363636363636364,0.3113687362049404,0.6207324643078833,0.2320130914739003,medium,0.8276
24567519,0,0.6135,8,0.30502178895112153,0.5,184.33,1541.83,184.33,0.0,0.4678507503786315,0.36363636363636365,0.564735879895828,0.6207324643078833,0.5051034559272204,high,1.0
"[27804848, 27804853, 190598710]",0,0.4655,9,0.4792342731055058,0.5,84.26,1934.7,84.26,0.0,0.2640782045986507,0.45454545454545453,0.8872834620409509,0.6207324643078833,0.22754756753758257,high,1.0
27804866,0,0.3399,6,0.5198842948878226,0.5,114.53,1827.29,114.53,0.0,0.09114690899077514,0.18181818181818182,0.9625453831580024,0.6207324643078833,0.3115049647750597,high,1.0
27804866,0,0.3399,6,0.5198842948878226,0.5,114.53,1827.29,114.53,0.0,0.09114690899077514,0.18181818181818182,0.9625453831580024,0.6207324643078833,0.3115049647750597,high,1.0
52956154,0,0.3502,7,0.5268679752067528,0.5,90.75,1804.6,90.75,0.0,0.10532837670384142,0.2727272727272727,0.975475393382466,0.6207324643078833,0.24554834415044102,high,1.0
190598707,0,0.6273,5,0.21498259809893688,0.5,109.83,1770.09,109.83,0.0,0.4868511634310891,0.09090909090909091,0.3980318491907785,0.6207324643078833,0.29846896322183397,high,1.0
28213811,0,0.695,8,0.2466270470951956,0.5,24.09,1420.21,24.09,0.0,0.5800633347101748,0.36363636363636365,0.45662030547507537,0.6207324643078833,0.060659011482775846,medium,0.9995
27804933,0,0.5102,6,0.3432633804786396,0.5,138.6,1422.27,138.6,0.0,0.325623020790307,0.18181818181818182,0.6355386868499583,0.6207324643078833,0.3782659344316858,high,1.0
